,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
9026,"frozenset({'loss_of_appetite', 'receiving_blood_transfusion'})",frozenset({'receiving_unsterile_injections'}),0.023170731707317073,0.024390243902439025,0.023170731707317073,1.0,41.0,1.0,0.022605591909577633,inf,0.9987515605493134,0.95,1.0,0.975
9027,"frozenset({'loss_of_appetite', 'receiving_unsterile_injections'})",frozenset({'receiving_blood_transfusion'}),0.023170731707317073,0.024390243902439025,0.023170731707317073,1.0,41.0,1.0,0.022605591909577633,inf,0.9987515605493134,0.95,1.0,0.975
9032,"frozenset({'sweating', 'loss_of_appetite'})",frozenset({'rusty_sputum'}),0.023170731707317073,0.024390243902439025,0.023170731707317073,1.0,41.0,1.0,0.022605591909577633,inf,0.9987515605493134,0.95,1.0,0.975
9043,"frozenset({'weight_loss', 'loss_of_appetite'})",frozenset({'rusty_sputum'}),0.023170731707317073,0.024390243902439025,0.023170731707317073,1.0,41.0,1.0,0.022605591909577633,inf,0.9987515605493134,0.95,1.0,0.975
9072,"frozenset({'sneezing', 'muscle_pain'})",frozenset({'loss_of_smell'}),0.023170731707317073,0.024390243902439025,0.023170731707317073,1.0,41.0,1.0,0.022605591909577633,inf,0.9987515605493134,0.95,1.0,0.975
9077,"frozenset({'muscle_pain', 'swollen_lymph_nodes'})",frozenset({'loss_of_smell'}),0.023170731707317073,0.024390243902439025,0.023170731707317073,1.0,41.0,1.0,0.022605591909577633,inf,0.9987515605493134,0.95,1.0,0.975
9095,"frozenset({'sneezing', 'nasal_congestion'})",frozenset({'loss_of_smell'}),0.023170731707317073,0.024390243902439025,0.023170731707317073,1.0,41.0,1.0,0.022605591909577633,inf,0.9987515605493134,0.95,1.0,0.975
9096,"frozenset({'sneezing', 'loss_of_smell'})",frozenset({'nasal_congestion'}),0.023170731707317073,0.024390243902439025,0.023170731707317073,1.0,41.0,1.0,0.022605591909577633,inf,0.9987515605493134,0.95,1.0,0.975
9101,"frozenset({'nasal_congestion', 'swollen_lymph_nodes'})",frozenset({'loss_of_smell'}),0.023170731707317073,0.024390243902439025,0.023170731707317073,1.0,41.0,1.0,0.022605591909577633,inf,0.9987515605493134,0.95,1.0,0.975
9102,"frozenset({'loss_of_smell', 'swollen_lymph_nodes'})",frozenset({'nasal_congestion'}),0.023170731707317073,0.024390243902439025,0.023170731707317073,1.0,41.0,1.0,0.022605591909577633,inf,0.9987515605493134,0.95,1.0,0.975
9116,"frozenset({'sneezing', 'phlegm'})",frozenset({'loss_of_smell'}),0.023170731707317073,0.024390243902439025,0.023170731707317073,1.0,41.0,1.0,0.022605591909577633,inf,0.9987515605493134,0.95,1.0,0.975
9126,"frozenset({'sneezing', 'runny_nose'})",frozenset({'loss_of_smell'}),0.023170731707317073,0.024390243902439025,0.023170731707317073,1.0,41.0,1.0,0.022605591909577633,inf,0.9987515605493134,0.95,1.0,0.975
9127,"frozenset({'sneezing', 'loss_of_smell'})",frozenset({'runny_nose'}),0.023170731707317073,0.024390243902439025,0.023170731707317073,1.0,41.0,1.0,0.022605591909577633,inf,0.9987515605493134,0.95,1.0,0.975
9132,"frozenset({'runny_nose', 'swollen_lymph_nodes'})",frozenset({'loss_of_smell'}),0.023170731707317073,0.024390243902439025,0.023170731707317073,1.0,41.0,1.0,0.022605591909577633,inf,0.9987515605493134,0.95,1.0,0.975
9133,"frozenset({'loss_of_smell', 'swollen_lymph_nodes'})",frozenset({'runny_nose'}),0.023170731707317073,0.024390243902439025,0.023170731707317073,1.0,41.0,1.0,0.022605591909577633,inf,0.9987515605493134,0.95,1.0,0.975
9146,"frozenset({'sneezing', 'throat_irritation'})",frozenset({'loss_of_smell'}),0.023170731707317073,0.024390243902439025,0.023170731707317073,1.0,41.0,1.0,0.022605591909577633,inf,0.9987515605493134,0.95,1.0,0.975
9151,"frozenset({'swollen_lymph_nodes', 'throat_irritation'})",frozenset({'loss_of_smell'}),0.023170731707317073,0.024390243902439025,0.023170731707317073,1.0,41.0,1.0,0.022605591909577633,inf,0.9987515605493134,0.95,1.0,0.975
9193,"frozenset({'sneezing', 'muscle_pain'})",frozenset({'nasal_congestion'}),0.023170731707317073,0.024390243902439025,0.023170731707317073,1.0,41.0,1.0,0.022605591909577633,inf,0.9987515605493134,0.95,1.0,0.975
9197,"frozenset({'muscle_pain', 'swollen_lymph_nodes'})",frozenset({'nasal_congestion'}),0.023170731707317073,0.024390243902439025,0.023170731707317073,1.0,41.0,1.0,0.022605591909577633,inf,0.9987515605493134,0.95,1.0,0.975
9215,"frozenset({'muscle_pain', 'skin_rash'})",frozenset({'pain_behind_the_eyes'}),0.023170731707317073,0.024390243902439025,0.023170731707317073,1.0,41.0,1.0,0.022605591909577633,inf,0.9987515605493134,0.95,1.0,0.975
9234,"frozenset({'sneezing', 'muscle_pain'})",frozenset({'runny_nose'}),0.023170731707317073,0.024390243902439025,0.023170731707317073,1.0,41.0,1.0,0.022605591909577633,inf,0.9987515605493134,0.95,1.0,0.975
9239,"frozenset({'muscle_pain', 'swollen_lymph_nodes'})",frozenset({'runny_nose'}),0.023170731707317073,0.024390243902439025,0.023170731707317073,1.0,41.0,1.0,0.022605591909577633,inf,0.9987515605493134,0.95,1.0,0.975
9286,"frozenset({'sneezing', 'phlegm'})",frozenset({'nasal_congestion'}),0.023170731707317073,0.024390243902439025,0.023170731707317073,1.0,41.0,1.0,0.022605591909577633,inf,0.9987515605493134,0.95,1.0,0.975
9296,"frozenset({'sneezing', 'runny_nose'})",frozenset({'nasal_congestion'}),0.023170731707317073,0.024390243902439025,0.023170731707317073,1.0,41.0,1.0,0.022605591909577633,inf,0.9987515605493134,0.95,1.0,0.975
9297,"frozenset({'sneezing', 'nasal_congestion'})",frozenset({'runny_nose'}),0.023170731707317073,0.024390243902439025,0.023170731707317073,1.0,41.0,1.0,0.022605591909577633,inf,0.9987515605493134,0.95,1.0,0.975
9301,"frozenset({'runny_nose', 'swollen_lymph_nodes'})",frozenset({'nasal_congestion'}),0.023170731707317073,0.024390243902439025,0.023170731707317073,1.0,41.0,1.0,0.022605591909577633,inf,0.9987515605493134,0.95,1.0,0.975
9303,"frozenset({'nasal_congestion', 'swollen_lymph_nodes'})",frozenset({'runny_nose'}),0.023170731707317073,0.024390243902439025,0.023170731707317073,1.0,41.0,1.0,0.022605591909577633,inf,0.9987515605493134,0.95,1.0,0.975
9316,"frozenset({'sneezing', 'throat_irritation'})",frozenset({'nasal_congestion'}),0.023170731707317073,0.024390243902439025,0.023170731707317073,1.0,41.0,1.0,0.022605591909577633,inf,0.9987515605493134,0.95,1.0,0.975
9321,"frozenset({'swollen_lymph_nodes', 'throat_irritation'})",frozenset({'nasal_congestion'}),0.023170731707317073,0.024390243902439025,0.023170731707317073,1.0,41.0,1.0,0.022605591909577633,inf,0.9987515605493134,0.95,1.0,0.975
9332,"frozenset({'nausea', 'palpitations'})",frozenset({'slurred_speech'}),0.023170731707317073,0.024390243902439025,0.023170731707317073,1.0,41.0,1.0,0.022605591909577633,inf,0.9987515605493134,0.95,1.0,0.975
9383,"frozenset({'vomiting', 'skin_rash'})",frozenset({'pain_behind_the_eyes'}),0.023170731707317073,0.024390243902439025,0.023170731707317073,1.0,41.0,1.0,0.022605591909577633,inf,0.9987515605493134,0.95,1.0,0.975
9395,"frozenset({'palpitations', 'visual_disturbances'})",frozenset({'slurred_speech'}),0.023170731707317073,0.024390243902439025,0.023170731707317073,1.0,41.0,1.0,0.022605591909577633,inf,0.9987515605493134,0.95,1.0,0.975
9399,"frozenset({'vomiting', 'palpitations'})",frozenset({'slurred_speech'}),0.023170731707317073,0.024390243902439025,0.023170731707317073,1.0,41.0,1.0,0.022605591909577633,inf,0.9987515605493134,0.95,1.0,0.975
9409,"frozenset({'sneezing', 'phlegm'})",frozenset({'runny_nose'}),0.023170731707317073,0.024390243902439025,0.023170731707317073,1.0,41.0,1.0,0.022605591909577633,inf,0.9987515605493134,0.95,1.0,0.975
9427,"frozenset({'phlegm', 'vomiting'})",frozenset({'rusty_sputum'}),0.023170731707317073,0.024390243902439025,0.023170731707317073,1.0,41.0,1.0,0.022605591909577633,inf,0.9987515605493134,0.95,1.0,0.975
9430,"frozenset({'weight_loss', 'phlegm'})",frozenset({'rusty_sputum'}),0.023170731707317073,0.024390243902439025,0.023170731707317073,1.0,41.0,1.0,0.022605591909577633,inf,0.9987515605493134,0.95,1.0,0.975
9464,"frozenset({'sneezing', 'throat_irritation'})",frozenset({'runny_nose'}),0.023170731707317073,0.024390243902439025,0.023170731707317073,1.0,41.0,1.0,0.022605591909577633,inf,0.9987515605493134,0.95,1.0,0.975
9469,"frozenset({'swollen_lymph_nodes', 'throat_irritation'})",frozenset({'runny_nose'}),0.023170731707317073,0.024390243902439025,0.023170731707317073,1.0,41.0,1.0,0.022605591909577633,inf,0.9987515605493134,0.95,1.0,0.975
9472,"frozenset({'sweating', 'swollen_lymph_nodes'})",frozenset({'rusty_sputum'}),0.023170731707317073,0.024390243902439025,0.023170731707317073,1.0,41.0,1.0,0.022605591909577633,inf,0.9987515605493134,0.95,1.0,0.975
9483,"frozenset({'swollen_lymph_nodes', 'vomiting'})",frozenset({'rusty_sputum'}),0.023170731707317073,0.024390243902439025,0.023170731707317073,1.0,41.0,1.0,0.022605591909577633,inf,0.9987515605493134,0.95,1.0,0.975
9487,"frozenset({'weight_loss', 'swollen_lymph_nodes'})",frozenset({'rusty_sputum'}),0.023170731707317073,0.024390243902439025,0.023170731707317073,1.0,41.0,1.0,0.022605591909577633,inf,0.9987515605493134,0.95,1.0,0.975
5,frozenset({'extra_marital_contacts'}),frozenset({'AIDS'}),0.02195121951219512,0.024390243902439025,0.02195121951219512,1.0,41.0,1.0,0.021415823914336704,inf,0.9975062344139651,0.8999999999999999,1.0,0.95
8,frozenset({'muscle_wasting'}),frozenset({'AIDS'}),0.02195121951219512,0.024390243902439025,0.02195121951219512,1.0,41.0,1.0,0.021415823914336704,inf,0.9975062344139651,0.8999999999999999,1.0,0.95
104,frozenset({'dischromic_patches'}),frozenset({'Fungal infection'}),0.02195121951219512,0.024390243902439025,0.02195121951219512,1.0,41.0,1.0,0.021415823914336704,inf,0.9975062344139651,0.8999999999999999,1.0,0.95
108,frozenset({'nodal_skin_eruptions'}),frozenset({'Fungal infection'}),0.02195121951219512,0.024390243902439025,0.02195121951219512,1.0,41.0,1.0,0.021415823914336704,inf,0.9975062344139651,0.8999999999999999,1.0,0.95
114,frozenset({'mouth_ulcers'}),frozenset({'GERD'}),0.02195121951219512,0.024390243902439025,0.02195121951219512,1.0,41.0,1.0,0.021415823914336704,inf,0.9975062344139651,0.8999999999999999,1.0,0.95
239,frozenset({'weakness_of_one_body_side'}),frozenset({'Paralysis (brain hemorrhage)'}),0.02195121951219512,0.024390243902439025,0.02195121951219512,1.0,41.0,1.0,0.021415823914336704,inf,0.9975062344139651,0.8999999999999999,1.0,0.95
684,"frozenset({'skin_peeling', 'acne'})",frozenset({'Acne'}),0.02195121951219512,0.024390243902439025,0.02195121951219512,1.0,41.0,1.0,0.021415823914336704,inf,0.9975062344139651,0.8999999999999999,1.0,0.95
693,"frozenset({'abdominal_pain', 'abdominal_swelling'})",frozenset({'Alcoholic hepatitis'}),0.02195121951219512,0.024390243902439025,0.02195121951219512,1.0,41.0,1.0,0.021415823914336704,inf,0.9975062344139651,0.8999999999999999,1.0,0.95
701,"frozenset({'abdominal_pain', 'edema'})",frozenset({'Alcoholic hepatitis'}),0.02195121951219512,0.024390243902439025,0.02195121951219512,1.0,41.0,1.0,0.021415823914336704,inf,0.9975062344139651,0.8999999999999999,1.0,0.95
705,"frozenset({'abdominal_pain', 'history_of_alcohol_consumption'})",frozenset({'Alcoholic hepatitis'}),0.02195121951219512,0.024390243902439025,0.02195121951219512,1.0,41.0,1.0,0.021415823914336704,inf,0.9975062344139651,0.8999999999999999,1.0,0.95
718,"frozenset({'abdominal_swelling', 'bloating'})",frozenset({'Alcoholic hepatitis'}),0.02195121951219512,0.024390243902439025,0.02195121951219512,1.0,41.0,1.0,0.021415823914336704,inf,0.9975062344139651,0.8999999999999999,1.0,0.95
723,"frozenset({'abdominal_swelling', 'edema'})",frozenset({'Alcoholic hepatitis'}),0.02195121951219512,0.024390243902439025,0.02195121951219512,1.0,41.0,1.0,0.021415823914336704,inf,0.9975062344139651,0.8999999999999999,1.0,0.95
728,"frozenset({'abdominal_swelling', 'history_of_alcohol_consumption'})",frozenset({'Alcoholic hepatitis'}),0.02195121951219512,0.024390243902439025,0.02195121951219512,1.0,41.0,1.0,0.021415823914336704,inf,0.9975062344139651,0.8999999999999999,1.0,0.95
734,"frozenset({'abdominal_swelling', 'jaundice'})",frozenset({'Alcoholic hepatitis'}),0.02195121951219512,0.024390243902439025,0.02195121951219512,1.0,41.0,1.0,0.021415823914336704,inf,0.9975062344139651,0.8999999999999999,1.0,0.95
739,"frozenset({'abdominal_swelling', 'vomiting'})",frozenset({'Alcoholic hepatitis'}),0.02195121951219512,0.024390243902439025,0.02195121951219512,1.0,41.0,1.0,0.021415823914336704,inf,0.9975062344139651,0.8999999999999999,1.0,0.95
744,"frozenset({'bloating', 'edema'})",frozenset({'Alcoholic hepatitis'}),0.02195121951219512,0.024390243902439025,0.02195121951219512,1.0,41.0,1.0,0.021415823914336704,inf,0.9975062344139651,0.8999999999999999,1.0,0.95
748,"frozenset({'bloating', 'history_of_alcohol_consumption'})",frozenset({'Alcoholic hepatitis'}),0.02195121951219512,0.024390243902439025,0.02195121951219512,1.0,41.0,1.0,0.021415823914336704,inf,0.9975062344139651,0.8999999999999999,1.0,0.95
753,"frozenset({'jaundice', 'bloating'})",frozenset({'Alcoholic hepatitis'}),0.02195121951219512,0.024390243902439025,0.02195121951219512,1.0,41.0,1.0,0.021415823914336704,inf,0.9975062344139651,0.8999999999999999,1.0,0.95
760,"frozenset({'history_of_alcohol_consumption', 'edema'})",frozenset({'Alcoholic hepatitis'}),0.02195121951219512,0.024390243902439025,0.02195121951219512,1.0,41.0,1.0,0.021415823914336704,inf,0.9975062344139651,0.8999999999999999,1.0,0.95
765,"frozenset({'jaundice', 'edema'})",frozenset({'Alcoholic hepatitis'}),0.02195121951219512,0.024390243902439025,0.02195121951219512,1.0,41.0,1.0,0.021415823914336704,inf,0.9975062344139651,0.8999999999999999,1.0,0.95
769,"frozenset({'edema', 'vomiting'})",frozenset({'Alcoholic hepatitis'}),0.02195121951219512,0.024390243902439025,0.02195121951219512,1.0,41.0,1.0,0.021415823914336704,inf,0.9975062344139651,0.8999999999999999,1.0,0.95
773,"frozenset({'jaundice', 'history_of_alcohol_consumption'})",frozenset({'Alcoholic hepatitis'}),0.02195121951219512,0.024390243902439025,0.02195121951219512,1.0,41.0,1.0,0.021415823914336704,inf,0.9975062344139651,0.8999999999999999,1.0,0.95
778,"frozenset({'history_of_alcohol_consumption', 'vomiting'})",frozenset({'Alcoholic hepatitis'}),0.02195121951219512,0.024390243902439025,0.02195121951219512,1.0,41.0,1.0,0.021415823914336704,inf,0.9975062344139651,0.8999999999999999,1.0,0.95
795,"frozenset({'muscle_weakness', 'joint_pain'})",frozenset({'Arthritis'}),0.02195121951219512,0.024390243902439025,0.02195121951219512,1.0,41.0,1.0,0.021415823914336704,inf,0.9975062344139651,0.8999999999999999,1.0,0.95
810,"frozenset({'swelling_joints', 'muscle_weakness'})",frozenset({'Arthritis'}),0.02195121951219512,0.024390243902439025,0.02195121951219512,1.0,41.0,1.0,0.021415823914336704,inf,0.9975062344139651,0.8999999999999999,1.0,0.95
821,"frozenset({'family_history', 'breathlessness'})",frozenset({'Bronchial Asthma'}),0.02195121951219512,0.024390243902439025,0.02195121951219512,1.0,41.0,1.0,0.021415823914336704,inf,0.9975062344139651,0.8999999999999999,1.0,0.95
849,"frozenset({'fever', 'family_history'})",frozenset({'Bronchial Asthma'}),0.02195121951219512,0.024390243902439025,0.02195121951219512,1.0,41.0,1.0,0.021415823914336704,inf,0.9975062344139651,0.8999999999999999,1.0,0.95
854,"frozenset({'family_history', 'phlegm'})",frozenset({'Bronchial Asthma'}),0.02195121951219512,0.024390243902439025,0.02195121951219512,1.0,41.0,1.0,0.021415823914336704,inf,0.9975062344139651,0.8999999999999999,1.0,0.95
885,"frozenset({'neck_pain', 'dizziness'})",frozenset({'Cervical spondylosis'}),0.02195121951219512,0.024390243902439025,0.02195121951219512,1.0,41.0,1.0,0.021415823914336704,inf,0.9975062344139651,0.8999999999999999,1.0,0.95
901,"frozenset({'neck_pain', 'vertigo'})",frozenset({'Cervical spondylosis'}),0.02195121951219512,0.024390243902439025,0.02195121951219512,1.0,41.0,1.0,0.021415823914336704,inf,0.9975062344139651,0.8999999999999999,1.0,0.95
939,"frozenset({'itching', 'headache'})",frozenset({'Chicken pox'}),0.02195121951219512,0.024390243902439025,0.02195121951219512,1.0,41.0,1.0,0.021415823914336704,inf,0.9975062344139651,0.8999999999999999,1.0,0.95
958,"frozenset({'itching', 'swollen_lymph_nodes'})",frozenset({'Chicken pox'}),0.02195121951219512,0.024390243902439025,0.02195121951219512,1.0,41.0,1.0,0.021415823914336704,inf,0.9975062344139651,0.8999999999999999,1.0,0.95
991,"frozenset({'nausea', 'itching'})",frozenset({'Chronic cholestasis'}),0.02195121951219512,0.024390243902439025,0.02195121951219512,1.0,41.0,1.0,0.021415823914336704,inf,0.9975062344139651,0.8999999999999999,1.0,0.95
1124,"frozenset({'cough', 'headache'})",frozenset({'Common Cold'}),0.02195121951219512,0.024390243902439025,0.02195121951219512,1.0,41.0,1.0,0.021415823914336704,inf,0.9975062344139651,0.8999999999999999,1.0,0.95
1150,"frozenset({'sneezing', 'cough'})",frozenset({'Common Cold'}),0.02195121951219512,0.024390243902439025,0.02195121951219512,1.0,41.0,1.0,0.021415823914336704,inf,0.9975062344139651,0.8999999999999999,1.0,0.95
1269,"frozenset({'fever', 'sneezing'})",frozenset({'Common Cold'}),0.02195121951219512,0.024390243902439025,0.02195121951219512,1.0,41.0,1.0,0.021415823914336704,inf,0.9975062344139651,0.8999999999999999,1.0,0.95
1301,"frozenset({'sneezing', 'headache'})",frozenset({'Common Cold'}),0.02195121951219512,0.024390243902439025,0.02195121951219512,1.0,41.0,1.0,0.021415823914336704,inf,0.9975062344139651,0.8999999999999999,1.0,0.95
1432,"frozenset({'sneezing', 'swollen_lymph_nodes'})",frozenset({'Common Cold'}),0.02195121951219512,0.024390243902439025,0.02195121951219512,1.0,41.0,1.0,0.021415823914336704,inf,0.9975062344139651,0.8999999999999999,1.0,0.95
1500,"frozenset({'chills', 'joint_pain'})",frozenset({'Dengue'}),0.02195121951219512,0.024390243902439025,0.02195121951219512,1.0,41.0,1.0,0.021415823914336704,inf,0.9975062344139651,0.8999999999999999,1.0,0.95
1730,"frozenset({'irregular_sugar_level', 'obesity'})",frozenset({'Diabetes'}),0.02195121951219512,0.024390243902439025,0.02195121951219512,1.0,41.0,1.0,0.021415823914336704,inf,0.9975062344139651,0.8999999999999999,1.0,0.95
1735,"frozenset({'irregular_sugar_level', 'restlessness'})",frozenset({'Diabetes'}),0.02195121951219512,0.024390243902439025,0.02195121951219512,1.0,41.0,1.0,0.021415823914336704,inf,0.9975062344139651,0.8999999999999999,1.0,0.95
1746,"frozenset({'irregular_sugar_level', 'visual_disturbances'})",frozenset({'Diabetes'}),0.02195121951219512,0.024390243902439025,0.02195121951219512,1.0,41.0,1.0,0.021415823914336704,inf,0.9975062344139651,0.8999999999999999,1.0,0.95
1749,"frozenset({'weight_loss', 'irregular_sugar_level'})",frozenset({'Diabetes'}),0.02195121951219512,0.024390243902439025,0.02195121951219512,1.0,41.0,1.0,0.021415823914336704,inf,0.9975062344139651,0.8999999999999999,1.0,0.95
1756,"frozenset({'obesity', 'restlessness'})",frozenset({'Diabetes'}),0.02195121951219512,0.024390243902439025,0.02195121951219512,1.0,41.0,1.0,0.021415823914336704,inf,0.9975062344139651,0.8999999999999999,1.0,0.95
1765,"frozenset({'obesity', 'visual_disturbances'})",frozenset({'Diabetes'}),0.02195121951219512,0.024390243902439025,0.02195121951219512,1.0,41.0,1.0,0.021415823914336704,inf,0.9975062344139651,0.8999999999999999,1.0,0.95
1767,"frozenset({'weight_loss', 'obesity'})",frozenset({'Diabetes'}),0.02195121951219512,0.024390243902439025,0.02195121951219512,1.0,41.0,1.0,0.021415823914336704,inf,0.9975062344139651,0.8999999999999999,1.0,0.95
1778,"frozenset({'restlessness', 'visual_disturbances'})",frozenset({'Diabetes'}),0.02195121951219512,0.024390243902439025,0.02195121951219512,1.0,41.0,1.0,0.021415823914336704,inf,0.9975062344139651,0.8999999999999999,1.0,0.95
1794,"frozenset({'weight_loss', 'visual_disturbances'})",frozenset({'Diabetes'}),0.02195121951219512,0.024390243902439025,0.02195121951219512,1.0,41.0,1.0,0.021415823914336704,inf,0.9975062344139651,0.8999999999999999,1.0,0.95
1813,"frozenset({'constipation', 'irritation_in_anus'})",frozenset({'Dimorphic hemmorhoids(piles)'}),0.02195121951219512,0.024390243902439025,0.02195121951219512,1.0,41.0,1.0,0.021415823914336704,inf,0.9975062344139651,0.8999999999999999,1.0,0.95
1818,"frozenset({'stomach_bleeding', 'constipation'})",frozenset({'Dimorphic hemmorhoids(piles)'}),0.02195121951219512,0.024390243902439025,0.02195121951219512,1.0,41.0,1.0,0.021415823914336704,inf,0.9975062344139651,0.8999999999999999,1.0,0.95
1823,"frozenset({'stomach_bleeding', 'irritation_in_anus'})",frozenset({'Dimorphic hemmorhoids(piles)'}),0.02195121951219512,0.024390243902439025,0.02195121951219512,1.0,41.0,1.0,0.021415823914336704,inf,0.9975062344139651,0.8999999999999999,1.0,0.95
1835,"frozenset({'abdominal_pain', 'urinary_discomfort'})",frozenset({'Drug Reaction'}),0.02195121951219512,0.024390243902439025,0.02195121951219512,1.0,41.0,1.0,0.021415823914336704,inf,0.9975062344139651,0.8999999999999999,1.0,0.95
1847,"frozenset({'urinary_discomfort', 'skin_rash'})",frozenset({'Drug Reaction'}),0.02195121951219512,0.024390243902439025,0.02195121951219512,1.0,41.0,1.0,0.021415823914336704,inf,0.9975062344139651,0.8999999999999999,1.0,0.95
1878,"frozenset({'abdominal_pain', 'chest_pain'})",frozenset({'GERD'}),0.02195121951219512,0.024390243902439025,0.02195121951219512,1.0,41.0,1.0,0.021415823914336704,inf,0.9975062344139651,0.8999999999999999,1.0,0.95
1883,"frozenset({'abdominal_pain', 'cough'})",frozenset({'GERD'}),0.02195121951219512,0.024390243902439025,0.02195121951219512,1.0,41.0,1.0,0.021415823914336704,inf,0.9975062344139651,0.8999999999999999,1.0,0.95
1942,"frozenset({'dehydration', 'vomiting'})",frozenset({'Gastroenteritis'}),0.02195121951219512,0.024390243902439025,0.02195121951219512,1.0,41.0,1.0,0.021415823914336704,inf,0.9975062344139651,0.8999999999999999,1.0,0.95
1944,"frozenset({'vomiting', 'Gastroenteritis'})",frozenset({'dehydration'}),0.02195121951219512,0.024390243902439025,0.02195121951219512,1.0,41.0,1.0,0.021415823914336704,inf,0.9975062344139651,0.8999999999999999,1.0,0.95
2063,"frozenset({'loss_of_appetite', 'family_history'})",frozenset({'Hepatitis C'}),0.02195121951219512,0.024390243902439025,0.02195121951219512,1.0,41.0,1.0,0.021415823914336704,inf,0.9975062344139651,0.8999999999999999,1.0,0.95
2067,"frozenset({'family_history', 'nausea'})",frozenset({'Hepatitis C'}),0.02195121951219512,0.024390243902439025,0.02195121951219512,1.0,41.0,1.0,0.021415823914336704,inf,0.9975062344139651,0.8999999999999999,1.0,0.95
2191,"frozenset({'fatigue', 'acute_liver_failure'})",frozenset({'Hepatitis E'}),0.02195121951219512,0.024390243902439025,0.02195121951219512,1.0,41.0,1.0,0.021415823914336704,inf,0.9975062344139651,0.8999999999999999,1.0,0.95
2196,"frozenset({'fever', 'acute_liver_failure'})",frozenset({'Hepatitis E'}),0.02195121951219512,0.024390243902439025,0.02195121951219512,1.0,41.0,1.0,0.021415823914336704,inf,0.9975062344139651,0.8999999999999999,1.0,0.95
2207,"frozenset({'acute_liver_failure', 'joint_pain'})",frozenset({'Hepatitis E'}),0.02195121951219512,0.024390243902439025,0.02195121951219512,1.0,41.0,1.0,0.021415823914336704,inf,0.9975062344139651,0.8999999999999999,1.0,0.95
2216,"frozenset({'nausea', 'acute_liver_failure'})",frozenset({'Hepatitis E'}),0.02195121951219512,0.024390243902439025,0.02195121951219512,1.0,41.0,1.0,0.021415823914336704,inf,0.9975062344139651,0.8999999999999999,1.0,0.95
2227,"frozenset({'acute_liver_failure', 'vomiting'})",frozenset({'Hepatitis E'}),0.02195121951219512,0.024390243902439025,0.02195121951219512,1.0,41.0,1.0,0.021415823914336704,inf,0.9975062344139651,0.8999999999999999,1.0,0.95
2400,"frozenset({'vertigo', 'lack_of_concentration'})",frozenset({'Hypertension'}),0.02195121951219512,0.024390243902439025,0.02195121951219512,1.0,41.0,1.0,0.021415823914336704,inf,0.9975062344139651,0.8999999999999999,1.0,0.95
2441,"frozenset({'excessive_hunger', 'diarrhoea'})",frozenset({'Hyperthyroidism'}),0.02195121951219512,0.024390243902439025,0.02195121951219512,1.0,41.0,1.0,0.021415823914336704,inf,0.9975062344139651,0.8999999999999999,1.0,0.95
2452,"frozenset({'mood_swings', 'diarrhoea'})",frozenset({'Hyperthyroidism'}),0.02195121951219512,0.024390243902439025,0.02195121951219512,1.0,41.0,1.0,0.021415823914336704,inf,0.9975062344139651,0.8999999999999999,1.0,0.95
2460,"frozenset({'palpitations', 'diarrhoea'})",frozenset({'Hyperthyroidism'}),0.02195121951219512,0.024390243902439025,0.02195121951219512,1.0,41.0,1.0,0.021415823914336704,inf,0.9975062344139651,0.8999999999999999,1.0,0.95
2464,"frozenset({'restlessness', 'diarrhoea'})",frozenset({'Hyperthyroidism'}),0.02195121951219512,0.024390243902439025,0.02195121951219512,1.0,41.0,1.0,0.021415823914336704,inf,0.9975062344139651,0.8999999999999999,1.0,0.95
2471,"frozenset({'weight_loss', 'diarrhoea'})",frozenset({'Hyperthyroidism'}),0.02195121951219512,0.024390243902439025,0.02195121951219512,1.0,41.0,1.0,0.021415823914336704,inf,0.9975062344139651,0.8999999999999999,1.0,0.95
2480,"frozenset({'excessive_hunger', 'mood_swings'})",frozenset({'Hyperthyroidism'}),0.02195121951219512,0.024390243902439025,0.02195121951219512,1.0,41.0,1.0,0.021415823914336704,inf,0.9975062344139651,0.8999999999999999,1.0,0.95
2547,"frozenset({'mood_swings', 'palpitations'})",frozenset({'Hyperthyroidism'}),0.02195121951219512,0.024390243902439025,0.02195121951219512,1.0,41.0,1.0,0.021415823914336704,inf,0.9975062344139651,0.8999999999999999,1.0,0.95
2551,"frozenset({'mood_swings', 'restlessness'})",frozenset({'Hyperthyroidism'}),0.02195121951219512,0.024390243902439025,0.02195121951219512,1.0,41.0,1.0,0.021415823914336704,inf,0.9975062344139651,0.8999999999999999,1.0,0.95
2555,"frozenset({'sweating', 'mood_swings'})",frozenset({'Hyperthyroidism'}),0.02195121951219512,0.024390243902439025,0.02195121951219512,1.0,41.0,1.0,0.021415823914336704,inf,0.9975062344139651,0.8999999999999999,1.0,0.95
2559,"frozenset({'weight_loss', 'mood_swings'})",frozenset({'Hyperthyroidism'}),0.02195121951219512,0.024390243902439025,0.02195121951219512,1.0,41.0,1.0,0.021415823914336704,inf,0.9975062344139651,0.8999999999999999,1.0,0.95
2579,"frozenset({'restlessness', 'palpitations'})",frozenset({'Hyperthyroidism'}),0.02195121951219512,0.024390243902439025,0.02195121951219512,1.0,41.0,1.0,0.021415823914336704,inf,0.9975062344139651,0.8999999999999999,1.0,0.95
